date,mag,depth,prov,prov_enco,kmeans,kmedoids
Nov,5.4,10,MALUKU,1,1,2
Nov,5.6,10,MALUKU,1,1,2
Nov,3.3,11,ACEH,8,2,4
Nov,4.6,10,MALUKUTENGGARABRT,18,1,2
Nov,3.9,59,MALUKU,1,0,0
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,4.7,10,MALUKUTENGGARABRT,18,1,2
Nov,4.4,10,MALUKUTENGGARABRT,18,1,2
Nov,3.4,13,NTT,4,2,4
Nov,3.8,10,MALUKUTENGAH,16,1,1
Nov,3.9,176,MALUKUTENGGARABRT,18,0,0
Nov,4.0,10,MALUKUTENGGARABRT,18,1,1
Nov,2.8,49,PAPUA,2,0,0
Nov,3.6,10,MALUKUTENGGARABRT,18,1,1
Nov,4.5,10,MALUKUTENGGARABRT,18,1,2
Nov,4.2,10,MALUKUTENGGARABRT,18,1,1
Nov,4.6,10,MALUKUTENGGARABRT,18,1,2
Nov,5.1,10,TANIMBAR,31,1,2
Nov,5.2,10,MALUKUTENGGARABRT,18,1,2
Nov,3.6,10,PAPUA,2,1,1
Nov,4.5,10,MALUKUTENGGARABRT,18,1,2
Nov,4.4,10,MALUKUTENGGARABRT,18,1,2
Nov,4.9,10,MALUKUTENGGARABRT,18,1,2
Nov,4.8,10,MALUKUTENGGARABRT,18,1,2
Nov,4.5,10,MALUKUTENGGARABRT,18,1,2
Nov,4.9,10,MALUKUTENGGARABRT,18,1,2
Nov,4.5,10,MALUKUTENGGARABRT,18,1,2
Nov,5.3,10,TANIMBAR,31,1,2
Nov,5.3,10,MALUKUTENGGARABRT,18,1,2
Nov,6.8,10,TANIMBAR,31,1,2
Nov,7.0,10,MALUKUTENGGARABRT,18,1,2
Nov,3.5,10,MALUKUTENGGARABRT,18,1,1
Nov,2.1,10,SULSEL,6,2,4
Nov,2.9,329,NTB,14,0,0
Nov,5.3,10,SUMUT,9,1,2
Nov,5.0,10,PAPUA,2,1,2
Nov,4.9,10,PAPUA,2,1,2
Nov,2.7,10,NTT,4,2,4
Nov,3.4,10,MALUKUTENGGARABRT,18,2,1
Nov,3.8,28,ACEHSELATAN,27,0,3
Nov,4.1,10,MALUKUTENGGARABRT,18,1,1
Nov,4.3,501,NTB,14,0,0
Nov,3.8,269,MALUKUBRTDAYA,15,0,0
Nov,4.1,10,PAPUA,2,1,1
Nov,4.7,10,MALUKUTENGGARABRT,18,1,2
Nov,3.5,718,MALUKUTENGGARABRT,18,0,0
Nov,3.9,461,MALUKUBRTDAYA,15,0,0
Nov,4.3,10,MALUKUTENGGARABRT,18,1,2
Nov,5.1,38,MALUKUTENGAH,16,0,3
Nov,5.1,38,MALUKUTENGAH,16,0,3
Nov,4.4,10,MALUKUTENGGARABRT,18,1,2
Nov,3.9,10,MALUKUBRTDAYA,15,1,1
Nov,3.9,10,MALUKUTENGGARABRT,18,1,1
Nov,4.2,10,MALUKUTENGGARABRT,18,1,1
Nov,5.2,10,TANIMBAR,31,1,2
Nov,5.2,10,MALUKUTENGGARABRT,18,1,2
Nov,4.8,10,MALUKUTENGGARABRT,18,1,2
Nov,4.7,10,MALUKUTENGGARABRT,18,1,2
Nov,5.5,10,MALUKUTENGGARABRT,18,1,2
Nov,5.6,10,TANIMBAR,31,1,2
Nov,4.0,10,PAPUABRT,20,1,1
Nov,7.2,10,TANIMBAR,31,1,2
Nov,6.9,14,MALUKUTENGGARABRT,18,1,2
Nov,2.9,13,MALUKU,1,2,4
Nov,3.6,11,JABAR,13,2,1
Nov,3.0,88,NTT,4,0,0
Nov,2.6,10,MALUT,5,2,4
Nov,3.3,14,BANTEN,17,2,4
Nov,2.9,37,GORONTALO,7,0,0
Nov,3.0,137,MALUKUTENGAH,16,0,0
Nov,3.0,10,PAPUA,2,2,4
Nov,3.7,10,MALUT,5,1,1
Nov,3.1,33,GORONTALO,7,0,3
Nov,3.3,10,PAPUA,2,2,1
Nov,3.5,49,GORONTALO,7,0,0
Nov,4.0,177,MALUKUBRTDAYA,15,0,0
Nov,3.0,16,MALUKU,1,2,3
Nov,2.8,57,ACEHJAYA,33,0,0
Nov,3.6,22,BENGKULU,28,0,3
Nov,3.3,97,BANTEN,17,0,0
Nov,2.5,10,NTT,4,2,4
Nov,4.4,182,MALUKUBRTDAYA,15,0,0
Nov,3.5,10,GORONTALO,7,1,1
Nov,3.7,10,SULUT,3,1,1
Nov,5.3,202,ACEH,8,0,0
Nov,5.3,604,PAPUA,2,0,0
Nov,3.2,10,SULUT,3,2,4
Nov,1.9,10,SULSEL,6,2,3
Nov,3.0,64,NTT,4,0,0
Nov,5.1,10,NTT,4,1,2
Nov,5.0,10,NTT,4,1,2
Nov,2.8,10,NTB,14,2,4
Nov,3.6,24,BANTEN,17,0,3
Nov,3.7,21,SUMUT,9,2,3
Nov,3.8,10,PAPUA,2,1,1
Nov,3.1,119,JAMBI,38,0,0
Nov,2.8,10,SULTENG,12,2,4
Nov,2.4,10,NTT,4,2,4
Nov,5.0,10,ACEH,8,1,2
Nov,4.9,10,ACEH,8,1,2
Nov,3.6,19,NTB,14,2,3
Nov,2.7,18,MALUKU,1,0,3
Nov,2.8,10,SULBAR,11,2,4
Nov,2.6,11,SULTENG,12,2,4
Nov,4.0,87,PAPUA,2,0,0
Nov,4.0,11,PAPUA,2,1,1
Nov,5.2,168,MALUKUBRTDAYA,15,0,0
Nov,3.5,119,JAMBI,38,0,0
Nov,3.4,10,LAMPUNG,10,2,1
Nov,3.2,10,LAMPUNG,10,2,4
Nov,3.5,20,DIY,19,2,3
Nov,4.1,10,LAMPUNG,10,1,1
Nov,3.8,10,PAPUA,2,1,1
Nov,3.7,10,LAMPUNG,10,1,1
Nov,2.5,10,JATENG,30,2,4
Nov,3.3,10,MALUT,5,2,1
Nov,2.9,18,SUMUT,9,0,3
Nov,3.5,10,NTT,4,1,1
Nov,3.7,10,NTT,4,1,1
Nov,2.7,27,SULTENG,12,0,3
Nov,3.2,10,LAMPUNG,10,2,4
Nov,3.0,10,LAMPUNG,10,2,4
Nov,3.0,10,NTT,4,2,4
Nov,2.8,10,SULTENG,12,2,4
Nov,3.1,80,MALUKU,1,0,0
Nov,3.3,19,BENGKULUUTARA,35,2,3
Nov,2.6,10,MALUT,5,2,4
Nov,3.2,84,GORONTALO,7,0,0
Nov,2.6,156,NTT,4,0,0
Nov,2.8,10,MALUKU,1,2,4
Nov,3.3,63,MALUKU,1,0,0
Nov,3.7,11,BENGKULUTENGAH,32,2,1
Nov,3.8,38,NTT,4,0,3
Nov,3.3,137,MALUT,5,0,0
Nov,3.5,95,NTT,4,0,0
Nov,3.4,10,NTT,4,2,1
Nov,5.0,10,BENGKULU,28,1,2
Nov,3.9,10,NTT,4,1,1
Nov,4.5,10,SULTENG,12,1,2
Nov,3.0,37,NTT,4,0,0
Nov,2.9,34,DIY,19,0,0
Nov,3.3,577,SULSEL,6,0,0
Nov,2.8,10,NTT,4,2,4
Nov,3.5,38,BENGKULU,28,0,3
Nov,2.6,13,SULSEL,6,2,3
Nov,2.8,174,NTT,4,0,0
Nov,2.6,141,GORONTALO,7,0,0
Nov,2.3,118,JABAR,13,0,0
Nov,3.8,598,NTT,4,0,0
Nov,4.1,206,MALUKU,1,0,0
Nov,2.4,42,NTT,4,0,0
Nov,4.2,10,PAPUA,2,1,1
Nov,3.5,37,BENGKULU,28,0,3
Nov,4.9,138,MALUKUTENGGARA,22,0,0
Nov,3.4,35,ACEHBARAT,23,0,3
Nov,2.4,10,SULTENG,12,2,4
Nov,3.7,85,SUMBAR,21,0,0
Nov,3.0,27,SUMUT,9,0,3
Nov,3.5,21,PAPUA,2,2,3
Nov,3.7,505,NTT,4,0,0
Nov,4.1,10,PAPUABRT,20,1,1
Nov,3.0,155,GORONTALO,7,0,0
Nov,2.8,70,SUMBAR,21,0,0
Nov,4.2,10,ACEHSINGKIL,29,1,1
Nov,4.0,124,MALUKUTENGAH,16,0,0
Nov,4.4,10,SULUT,3,1,2
Nov,3.2,10,PAPUABRT,20,2,4
Nov,3.5,11,PAPUABRT,20,2,4
Nov,3.5,12,JATIM,26,2,4
Nov,3.2,10,MALUKU,1,2,4
Nov,3.4,10,MALUKU,1,2,1
Nov,3.2,12,SULUT,3,2,4
Nov,2.1,165,GORONTALO,7,0,0
Nov,3.8,10,SULTENG,12,1,1
Nov,2.1,62,BENGKULUSELATAN,39,0,0
Nov,3.1,30,NTT,4,0,3
Nov,3.1,23,NTT,4,0,3
Nov,2.7,10,SULTENG,12,2,4
Nov,2.4,10,SULTENG,12,2,4
Nov,2.8,10,SULTENG,12,2,4
Nov,3.0,10,MALUKU,1,2,4
Nov,2.4,10,SULTENG,12,2,4
Nov,3.9,10,MALUKUTENGGARABRT,18,1,1
Nov,5.2,12,BENGKULU,28,1,2
Nov,5.3,85,BENGKULU,28,0,0
Nov,3.6,75,GORONTALO,7,0,0
Nov,3.7,10,SULUT,3,1,1
Nov,4.2,30,JATIM,26,0,3
Nov,2.6,51,SULTENG,12,0,0
Dec,2.9,10,SULTENG,12,2,4
Dec,4.1,10,JABAR,13,1,1
Dec,2.9,10,JABAR,13,2,4
Dec,5.0,10,JABAR,13,1,2
Dec,5.0,10,JABAR,13,1,2
Dec,2.8,15,NTB,14,2,3
Dec,2.5,51,MALUKU,1,0,0
Dec,3.6,366,MALUKU,1,0,0
Dec,2.4,15,JABAR,13,0,3
Dec,2.8,10,JABAR,13,2,4
Dec,2.9,20,SULUT,3,0,3
Dec,2.9,40,BENGKULUUTARA,35,0,0
Dec,2.6,105,PAPUA,2,0,0
Dec,5.6,154,PAPUA,2,0,0
Dec,2.8,13,MALUT,5,2,4
Dec,3.1,126,ACEH,8,0,0
Dec,3.7,12,ACEH,8,2,4
Dec,3.4,10,JABAR,13,2,1
Dec,3.7,10,MALUKUTENGAH,16,1,1
Dec,2.6,26,PAPUA,2,0,3
Dec,3.1,28,PAPUA,2,0,3
Dec,4.3,23,PAPUA,2,2,3
Dec,4.0,10,SULTENG,12,1,1
Dec,3.9,10,PAPUA,2,1,1
Dec,2.8,54,PAPUA,2,0,0
Dec,3.6,27,PAPUA,2,0,3
Dec,6.5,30,PAPUAPGNGN,34,2,4
Dec,6.4,29,PAPUA,2,2,4
Dec,2.8,10,NTT,4,2,4
Dec,2.8,10,GORONTALO,7,2,4
Dec,3.1,12,MALUKUTENGAH,16,2,4
Dec,4.1,10,NTT,4,1,1
Dec,3.8,139,JATIM,26,0,0
Dec,3.4,24,NTT,4,0,3
Dec,3.6,10,SULSEL,6,1,1
Dec,3.5,19,BENGKULUSELATAN,39,2,3
Dec,3.3,112,GORONTALO,7,0,0
Dec,3.8,213,MALUKUTENGGARABRT,18,0,0
Dec,4.7,133,PAPUA,2,0,0
Dec,3.1,140,GORONTALO,7,0,0
Dec,6.5,10,ACEHJAYA,33,1,2
Dec,3.1,10,JABAR,13,2,4
Dec,2.6,20,JABAR,13,0,3
Dec,2.3,175,NTT,4,0,0
Dec,2.5,21,NTB,14,0,3
Dec,3.2,10,PAPUABRT,20,2,4
Dec,3.4,83,MALUT,5,0,0
Dec,2.9,118,SUMUT,9,0,0
Dec,4.1,164,MALUKUBRTDAYA,15,0,0
Dec,2.7,11,NTB,14,2,4
Dec,3.1,106,NTB,14,0,0
Dec,2.5,10,NTT,4,2,4
Dec,4.5,64,SULUT,3,0,0
Dec,2.3,10,NTB,14,2,4
Dec,2.8,10,JABAR,13,2,4
Dec,2.8,50,SULUT,3,0,0
Dec,4.1,139,MALUKUBRTDAYA,15,0,0
Dec,2.5,28,JABAR,13,0,3
Dec,3.5,50,SUMUT,9,0,0
Dec,3.7,76,JATIM,26,0,0
Dec,3.0,10,SUMUT,9,2,4
Dec,4.2,11,PAPUA,2,1,1
Dec,3.0,10,PAPUABRT,20,2,4
Dec,2.8,10,SULTENG,12,2,4
Dec,3.0,10,ACEH,8,2,4
Dec,2.0,10,SULTRA,25,2,3
Dec,3.0,10,BENGKULUUTARA,35,2,4
Dec,3.4,27,PAPUA,2,0,3
Dec,3.4,153,MALUKUTENGGARABRT,18,0,0
Dec,5.2,79,SULUT,3,0,0
Dec,4.5,10,SULUT,3,1,2
Dec,3.1,14,BENGKULU,28,2,4
Dec,3.0,21,SULUT,3,0,3
Dec,3.8,22,PAPUA,2,2,3
Dec,2.3,19,JABAR,13,0,3
Dec,2.9,12,NTT,4,2,4
Dec,3.7,38,PAPUA,2,0,3
Dec,2.5,24,NTB,14,0,3
Dec,3.9,10,SULTENG,12,1,1
Dec,2.5,24,NTB,14,0,3
Dec,3.2,91,SUMUT,9,0,0
Dec,3.0,10,SULTENG,12,2,4
Dec,3.4,20,NTT,4,2,3
Dec,2.9,19,SULSEL,6,0,3
Dec,4.1,35,BENGKULU,28,0,3
Dec,3.0,10,SULTENG,12,2,4
Dec,3.2,24,BANTEN,17,0,3
Dec,4.6,10,NTT,4,1,2
Dec,4.0,496,NTT,4,0,0
Dec,2.9,17,NTB,14,2,3
Dec,3.2,10,MALUKU,1,2,4
Dec,3.0,43,SUMBAR,21,0,0
Dec,3.7,10,ACEHBARATDAYA,40,1,1
Dec,5.4,56,SULUT,3,0,3
Dec,4.0,10,MALUT,5,1,1
Dec,2.5,181,NTT,4,0,0
Dec,3.2,11,NTB,14,2,4
Dec,3.6,200,MALUKUTENGGARABRT,18,0,0
Dec,3.4,17,JABAR,13,2,3
Dec,5.5,14,JABAR,13,1,1
Dec,5.5,14,JABAR,13,1,1
Dec,3.0,270,NTT,4,0,0
Dec,5.2,29,NTT,4,2,3
Dec,5.1,32,NTT,4,0,3
Dec,3.8,17,MALUKU,1,2,4
Dec,3.1,74,NTB,14,0,0
Dec,3.7,10,JABAR,13,1,1
Dec,3.5,10,ACEH,8,1,1
Dec,4.2,210,MALUT,5,0,0
Dec,3.0,16,ACEH,8,2,3
Dec,3.8,22,BENGKULUSELATAN,39,2,3
Dec,2.1,10,JATENG,30,2,4
Dec,2.8,10,JABAR,13,2,4
Dec,3.4,10,ACEHTENGAH,41,2,1
Dec,2.5,11,JABAR,13,2,4
Dec,3.2,10,JABAR,13,2,4
Dec,2.8,10,NTT,4,2,4
Dec,4.2,10,MALUKU,1,1,1
Dec,3.7,60,SULTENG,12,0,0
Dec,4.1,15,PAPUA,2,2,4
Dec,3.9,10,MALUKU,1,1,1
Dec,2.8,48,MALUT,5,0,0
Dec,4.0,26,SULUT,3,0,3
Dec,3.8,10,NTT,4,1,1
Dec,3.4,10,JATIM,26,2,1
Dec,4.5,10,PAPUA,2,1,2
Dec,3.8,10,JATIM,26,1,1
Dec,4.2,10,NTT,4,1,1
Dec,2.9,14,SULUT,3,2,3
Dec,5.2,79,PAPUA,2,0,0
Dec,3.9,14,SULUT,3,2,4
Dec,4.4,10,NTT,4,1,2
Dec,4.9,10,SULUT,3,1,2
Dec,4.4,119,GORONTALO,7,0,0
Dec,3.1,62,NTT,4,0,0
Dec,5.0,48,SULUT,3,0,3
Dec,5.0,56,SULUT,3,0,3
Dec,3.6,11,GORONTALO,7,2,1
Dec,4.4,97,NTB,14,0,0
Dec,3.9,20,MALUT,5,2,3
Dec,2.9,10,SULTENG,12,2,4
Dec,3.3,10,JATIM,26,2,1
Dec,3.4,10,SULTENG,12,2,1
Dec,4.8,84,SULUT,3,0,0
Dec,3.6,10,MALUKUTENGAH,16,1,1
Dec,2.9,10,SULTRA,25,2,4
Dec,2.9,12,NTB,14,2,4
Dec,2.7,42,BALI,24,0,0
Dec,3.4,65,NTT,4,0,0
Dec,4.0,10,MALUT,5,1,1
Dec,3.9,44,SULUT,3,0,3
Dec,2.8,10,SUMUT,9,2,4
Dec,4.6,26,NTB,14,2,3
Dec,2.8,349,NTT,4,0,0
Dec,4.8,10,BANTEN,17,1,2
Dec,2.6,10,SULBAR,11,2,4
Dec,3.0,21,NTT,4,0,3
Dec,2.8,37,NTT,4,0,0
Dec,3.2,10,JABAR,13,2,4
Dec,3.3,16,SULTENG,12,2,3
Dec,2.7,55,NTT,4,0,0
Dec,2.9,58,GORONTALO,7,0,0
Dec,3.2,22,BENGKULUUTARA,35,0,3
Dec,4.0,18,SULTENG,12,2,4
Dec,3.7,10,SULTENG,12,1,1
Dec,2.7,68,SUMBAR,21,0,0
Dec,4.0,10,NTT,4,1,1
Dec,3.2,10,JATENG,30,2,4
Dec,3.3,10,SUMUT,9,2,1
Dec,3.0,57,ACEHBESAR,42,0,0
Dec,5.9,91,SULUT,3,0,0
Dec,2.8,35,NTT,4,0,0
Dec,2.5,142,SUMSEL,43,0,0
Dec,2.7,45,NTT,4,0,0
Dec,3.3,10,MALUT,5,2,1
Dec,4.4,10,MALUT,5,1,2
Dec,3.3,54,LAMPUNG,10,0,0
Dec,2.7,14,NTT,4,2,3
Dec,5.2,10,SULUT,3,1,2
Dec,3.0,17,MALUKUTENGAH,16,2,3
Dec,3.8,10,PAPUA,2,1,1
Dec,2.9,12,MALUT,5,2,4
Dec,3.1,11,NTB,14,2,4
Dec,5.5,315,PAPUA,2,0,0
Dec,3.4,14,MALUKU,1,2,4
Dec,2.3,16,JATENG,30,0,3
Dec,3.0,10,NTB,14,2,4
Dec,3.9,10,SULUT,3,1,1
Dec,4.4,14,SUMBAR,21,2,4
Dec,3.6,10,SULUT,3,1,1
Dec,3.4,92,JATIM,26,0,0
Dec,4.8,10,SULUT,3,1,2
Dec,2.7,27,MALUT,5,0,3
Dec,2.3,10,SUMBAR,21,2,4
Dec,3.8,10,MALUKU,1,1,1
Dec,2.5,13,JATIM,26,2,3
Dec,2.4,10,SULSEL,6,2,4
Dec,2.7,11,MALUT,5,2,4
Dec,2.8,10,PAPUABRT,20,2,4
Dec,1.8,10,SUMUT,9,2,3
Dec,3.1,10,ACEH,8,2,4
Dec,3.0,59,SULTENG,12,0,0
Dec,5.4,23,MALUT,5,2,4
Dec,5.4,23,MALUT,5,2,4
Dec,2.2,95,ACEH,8,0,0
Dec,2.4,10,NTB,14,2,4
Dec,2.7,61,SUMUT,9,0,0
Dec,3.7,23,PAPUA,2,0,3
Dec,3.0,37,JAMBI,38,0,0
Dec,2.4,13,JATIM,26,2,3
Dec,3.9,10,BANTEN,17,1,1
Dec,4.5,10,BANTEN,17,1,2
Dec,2.6,22,JABAR,13,0,3
Dec,3.6,10,SULTENG,12,1,1
Dec,3.6,125,NTB,14,0,0
Dec,3.7,212,JAMBI,38,0,0
Dec,4.6,165,MALUKUTENGGARABRT,18,0,0
Dec,3.2,11,NTB,14,2,4
Dec,4.8,10,SULUT,3,1,2
Dec,3.4,59,MALUT,5,0,0
Dec,3.2,10,ACEH,8,2,4
Dec,4.4,105,SULUT,3,0,0
Dec,2.9,10,MALUT,5,2,4
Dec,3.7,17,PAPUA,2,2,4
Dec,2.7,10,MALUKUTENGAH,16,2,4
Dec,3.3,10,JATIM,26,2,1
Dec,3.0,10,SULTENG,12,2,4
Dec,3.0,334,NTT,4,0,0
Dec,2.6,10,SULSEL,6,2,4
Dec,2.0,298,JABAR,13,0,0
Dec,3.5,64,MALUT,5,0,0
Dec,3.0,10,ACEH,8,2,4
Dec,4.1,25,NTT,4,0,3
Dec,4.1,10,ACEHTENGAH,41,1,1
Dec,4.3,10,MALUT,5,1,2
Dec,4.6,10,MALUT,5,1,2
Dec,3.5,24,SULTENG,12,0,3
Dec,4.1,83,MALUKUTENGGARABRT,18,0,0
Dec,2.6,97,JABAR,13,0,0
Dec,3.2,33,NTT,4,0,3
Dec,2.5,10,SULTENG,12,2,4
Dec,3.7,10,MALUKU,1,1,1
Dec,4.3,158,PAPUA,2,0,0
Dec,2.2,17,JATENG,30,0,3
Dec,4.0,50,SULTENG,12,0,0
Dec,4.3,10,JABAR,13,1,2
Dec,2.9,21,GORONTALO,7,0,3
Dec,3.6,10,SULTENG,12,1,1
Dec,3.8,10,ACEH,8,1,1
Dec,3.9,19,PAPUABRT,20,2,3
Dec,3.9,10,PAPUA,2,1,1
Dec,3.3,13,PAPUABRT,20,2,4
Dec,2.9,10,SULSEL,6,2,4
Dec,3.5,32,MALUT,5,0,3
Dec,2.6,14,JABAR,13,2,3
Dec,2.8,11,JABAR,13,2,4
Dec,2.7,10,JABAR,13,2,4
Dec,4.2,28,SULUT,3,0,3
Dec,5.5,160,MALUT,5,0,0
Dec,5.1,151,MALUT,5,0,0
Dec,2.5,28,JABAR,13,0,3
Dec,3.7,31,PAPUA,2,0,3
Dec,2.5,146,JAMBI,38,0,0
Dec,3.2,91,JATIM,26,0,0
Dec,2.3,189,GORONTALO,7,0,0
Dec,4.2,10,SULUT,3,1,1
Dec,3.9,269,NTT,4,0,0
Dec,3.2,10,PAPUABRT,20,2,4
Dec,3.1,10,JABAR,13,2,4
Dec,4.5,10,MALUT,5,1,2
Dec,4.0,51,SULUT,3,0,0
Dec,2.4,10,JABAR,13,2,4
Dec,5.3,116,SULUT,3,0,0
Dec,4.8,24,SULUT,3,2,3
Dec,3.6,10,ACEH,8,1,1
Dec,4.9,597,NTB,14,0,0
Dec,3.8,23,JABAR,13,2,3
Dec,3.2,13,MALUT,5,2,4
Dec,4.3,10,ACEH,8,1,2
Dec,2.7,13,JATENG,30,2,3
Dec,3.0,48,NTT,4,0,0
Dec,3.3,10,PAPUA,2,2,1
Dec,3.6,46,SULUT,3,0,0
Dec,3.0,10,MALUT,5,2,4
Dec,3.0,10,SULSEL,6,2,4
Dec,3.5,127,MALUKUBRTDAYA,15,0,0
Dec,2.9,23,SULUT,3,0,3
Dec,4.7,187,MALUKUTENGGARABRT,18,0,0
Dec,5.2,10,PAPUA,2,1,2
Dec,5.2,10,PAPUA,2,1,2
Dec,3.2,10,SULUT,3,2,4
Dec,3.5,41,SULUT,3,0,0
Dec,3.5,15,MALUKU,1,2,4
Dec,4.9,10,SULUT,3,1,2
Dec,3.1,12,NTT,4,2,4
Dec,3.6,10,SULTENG,12,1,1
Dec,3.7,10,SULTENG,12,1,1
Dec,3.4,10,SULTENG,12,2,1
Dec,3.8,10,SULTENG,12,1,1
Dec,4.6,115,MALUKU,1,0,0
Dec,2.8,140,GORONTALO,7,0,0
Dec,4.6,15,MALUKU,1,2,4
Dec,4.4,10,SULTENG,12,1,2
Dec,2.4,11,ACEH,8,2,4
Dec,3.0,10,MALUT,5,2,4
Dec,3.0,14,NTB,14,2,4
Dec,3.0,15,NTB,14,2,3
Dec,1.8,10,JABAR,13,2,3
Dec,2.2,10,JABAR,13,2,4
Dec,3.9,11,NTT,4,1,1
Dec,2.7,22,ACEHJAYA,33,0,3
Dec,2.9,10,SUMBAR,21,2,4
Dec,3.3,40,SUMBAR,21,0,0
Dec,3.4,10,JATIM,26,2,1
Dec,3.0,63,MALUT,5,0,0
Dec,1.9,24,JATENG,30,0,0
Dec,1.8,17,JATENG,30,0,3
Dec,4.7,10,SULUT,3,1,2
Dec,3.5,10,ACEH,8,1,1
Dec,3.6,14,MALUT,5,2,4
Dec,1.7,35,SULSEL,6,0,0
Dec,5.4,19,SUMBAR,21,2,4
Dec,5.4,19,SUMBAR,21,2,4
Dec,3.2,10,ACEHBESAR,42,2,4
Dec,4.2,141,MALUKUBRTDAYA,15,0,0
Dec,3.2,17,SULTENG,12,2,3
Dec,3.6,24,SULUT,3,0,3
Dec,3.3,30,SUMBAR,21,0,3
Dec,2.3,10,JABAR,13,2,4
Dec,2.0,19,JATENG,30,0,3
Dec,4.1,10,MALUT,5,1,1
Dec,3.6,178,NTT,4,0,0
Dec,4.6,58,SULUT,3,0,0
Dec,3.3,10,BENGKULU,28,2,1
Dec,3.4,10,PAPUABRT,20,2,1
Dec,4.1,10,JATENG,30,1,1
Dec,3.4,10,BALI,24,2,1
Dec,3.7,11,BALI,24,2,1
Dec,3.4,77,SULUT,3,0,0
Dec,3.4,139,GORONTALO,7,0,0
Dec,3.0,13,JABAR,13,2,4
Dec,4.8,10,SULUT,3,1,2
Dec,5.0,10,SULUT,3,1,2
Dec,4.9,10,SULUT,3,1,2
Dec,4.3,13,JATENG,30,2,1
Dec,3.7,10,SULUT,3,1,1
Dec,3.1,10,PAPUA,2,2,4
Dec,2.9,10,NTT,4,2,4
Dec,3.6,13,BENGKULU,28,2,4
Dec,2.9,10,SUMBAR,21,2,4
Dec,3.1,77,NTT,4,0,0
Dec,2.0,10,JABAR,13,2,3
Dec,2.0,16,SULBAR,11,0,3
Dec,2.7,13,MALUT,5,2,3
Dec,2.2,70,GORONTALO,7,0,0
Dec,2.1,76,SUMBAR,21,0,0
Dec,2.2,18,NTB,14,0,3
Dec,2.6,18,BALI,24,0,3
Dec,3.1,10,PAPUA,2,2,4
Dec,3.0,14,MALUT,5,2,4
Dec,4.2,11,MALUT,5,1,1
Dec,5.4,178,MALUKUTENGGARABRT,18,0,0
Dec,4.7,10,SULUT,3,1,2
Dec,4.6,10,SULUT,3,1,2
Dec,3.5,10,BENGKULU,28,1,1
Dec,5.2,166,MALUKUTENGGARABRT,18,0,0
Dec,5.2,166,TANIMBAR,31,0,0
Dec,2.0,16,JATENG,30,0,3
Dec,3.5,53,ACEH,8,0,0
Dec,3.1,17,MALUT,5,2,3
Dec,4.0,69,MALUKU,1,0,0
Dec,4.8,10,SULUT,3,1,2
Dec,4.4,90,MALUT,5,0,0
Dec,4.9,15,BANTEN,17,2,1
Dec,3.3,14,NTB,14,2,4
Dec,4.9,10,SULUT,3,1,2
Dec,3.1,131,GORONTALO,7,0,0
Dec,3.3,116,DIY,19,0,0
Dec,2.2,10,JABAR,13,2,4
Dec,1.3,10,SULSEL,6,0,3
Dec,4.8,10,SULUT,3,1,2
Dec,2.7,26,NTT,4,0,3
Dec,2.4,20,JABAR,13,0,3
Dec,2.2,10,JABAR,13,2,4
Dec,3.0,10,MALUKUTENGAH,16,2,4
Dec,2.2,15,JABAR,13,0,3
Dec,5.4,99,SULUT,3,0,0
Dec,4.3,20,JABAR,13,2,4
Dec,4.0,13,SUMUT,9,2,4
Dec,2.9,10,GORONTALO,7,2,4
Dec,3.9,10,PAPUA,2,1,1
Dec,3.2,13,SULTENG,12,2,4
Dec,2.6,10,JABAR,13,2,4
Dec,2.6,10,JABAR,13,2,4
Dec,3.2,129,SUMSEL,43,0,0
Dec,3.5,29,MALUT,5,0,3
Dec,3.6,14,BANTEN,17,2,4
Dec,3.6,94,MALUT,5,0,0
Dec,4.9,115,SULUT,3,0,0
Dec,2.8,10,SUMBAR,21,2,4
Dec,3.3,31,PAPUA,2,0,3
Dec,3.1,10,NTT,4,2,4
Dec,2.6,109,BANTEN,17,0,0
Dec,3.8,16,SULTENG,12,2,4
Dec,3.8,16,SULTENG,12,2,4
Dec,2.7,10,DIY,19,2,4
Dec,3.3,10,NTT,4,2,1
Dec,2.4,10,JATENG,30,2,4
Dec,2.4,10,SUMUT,9,2,4
Dec,2.5,10,SULSEL,6,2,4
Dec,3.8,127,MALUKUTENGAH,16,0,0
Dec,2.2,10,SULSEL,6,2,4
Dec,3.5,25,SUMBAR,21,0,3
Dec,3.1,11,JATIM,26,2,4
Dec,3.6,10,SULTENG,12,1,1
Dec,4.1,10,SULTENG,12,1,1
Dec,4.1,10,MALUKUTENGAH,16,1,1
Dec,4.8,10,SULUT,3,1,2
Dec,5.1,10,NTB,14,1,2
Dec,5.2,10,NTB,14,1,2
Dec,2.5,10,JABAR,13,2,4
Dec,5.0,10,SULUT,3,1,2
Dec,3.2,21,MALUT,5,0,3
Dec,4.7,12,SULUT,3,1,1
Dec,2.8,10,JABAR,13,2,4
Dec,3.9,11,SULUT,3,1,1
Dec,3.4,10,JATIM,26,2,1
Dec,2.8,10,SULTENG,12,2,4
Dec,4.2,10,MALUKUTENGGARABRT,18,1,1
Dec,2.7,17,JATENG,30,0,3
Dec,2.9,10,SULTENG,12,2,4
Dec,4.4,169,SULUT,3,0,0
Dec,4.2,94,SULUT,3,0,0
